outcome_id,outcome_date,outcome_price_total_buy,outcome_details_quantity,outcome_details_weight,product_id,product_code,product_type_id,product_type,product_line_id,product_line,product_colour_id,product_colour,product_stock,product_stock_min,product_estimated_weight,product_total_weight,product_price_buy,product_price_sell,updated_at,deleted_at
27,2021-06-10 00:00:00,24677.82,1,2023-08-02 00:00:00,18,3005/36,2,Profile,3,Blacksmith,2,White,242,0,2023-05-03 00:00:00,907.09,2664.48,7261.22,2023-12-15 14:32:09,
27,2021-06-10 00:00:00,24677.82,1,2023-08-05 00:00:00,20,403838,2,Profile,3,Blacksmith,2,White,156,5,2023-06-06 00:00:00,1033.88,2459.52,7261.22,2023-12-15 14:32:09,
27,2021-06-10 00:00:00,24677.82,4,,141,3010/53,2,Profile,4,Módena,2,White,8,0,3.94,44.28,2810.88,8178,2023-12-15 12:29:15,
28,2021-06-10 00:00:00,26691.54,3,2023-01-01 00:00:00,307,3010/31,2,Profile,4,Módena,2,White,129,20,2023-03-01 00:00:00,173.81,4320,7975.72,2023-12-15 20:10:23,
28,2021-06-10 00:00:00,26691.54,1,2023-05-01 00:00:00,42,405572,2,Profile,4,Módena,2,White,559,30,2023-02-01 00:00:00,762.72,2810.88,7975.72,2023-12-15 20:10:23,
28,2021-06-10 00:00:00,26691.54,1,2023-08-03 00:00:00,311,3010/50,2,Profile,4,Módena,2,White,138,5,4,412.34,2810.88,7975.72,2023-12-15 12:34:45,
28,2021-06-10 00:00:00,26691.54,1,2023-08-04 00:00:00,45,3010/16,2,Profile,4,Módena,2,White,262,5,4.78,1281.68,4800,7975.72,2023-12-15 19:15:02,
28,2021-06-10 00:00:00,26691.54,1,1.16,47,3010/32,2,Profile,4,Módena,2,White,222,30,1.16,271.71,2810.88,7975.72,2023-12-15 12:29:15,
28,2021-06-10 00:00:00,26691.54,1,2023-03-03 00:00:00,292,3005/68,2,Profile,3,Blacksmith,2,White,172,10,2023-05-03 00:00:00,602.56,4320,7261.22,2023-12-15 17:55:58,
28,2021-06-10 00:00:00,26691.54,1,2023-04-05 00:00:00,66,3010/35,2,Profile,4,Módena,3,Colonial Bronze,49,2,2023-04-05 00:00:00,257.08,2840.16,3840.16,2023-12-15 12:29:15,
28,2021-06-10 00:00:00,26691.54,2,2023-05-04 00:00:00,21,3005/13,2,Profile,3,Blacksmith,2,White,207,40,2023-05-04 00:00:00,951.18,2869.44,7261.22,2023-12-15 17:55:59,
30,2021-06-10 00:00:00,40679.47,3,2023-05-04 00:00:00,21,3005/13,2,Profile,3,Blacksmith,2,White,207,40,2023-05-04 00:00:00,951.18,2869.44,7261.22,2023-12-15 17:55:59,
30,2021-06-10 00:00:00,40679.47,4,2.56,11,3005/76,2,Profile,3,Blacksmith,2,White,76,0,2.64,238.93,4320,7261.22,2023-12-15 12:29:15,
30,2021-06-10 00:00:00,40679.47,5,3.29,2,407247,2,Profile,3,Blacksmith,2,White,220,20,2023-06-03 00:00:00,90668832935561,2664.48,7261.22,2023-12-15 20:26:49,
30,2021-06-10 00:00:00,40679.47,4,2.26,29,3005/81,2,Profile,3,Blacksmith,2,White,68,10,2,135.6,2459.52,7261.22,2023-12-15 20:13:56,
31,2021-06-11 00:00:00,3000.85,119,,258,TA53 10x1-1/2,3,Accessories,10,Screws,1,Not Applicable,200,0,0,0,2023-05-10 00:00:00,57.26,2023-12-15 12:29:15,
31,2021-06-11 00:00:00,3000.85,1000,,529,TA45 6X7/16,3,Accessories,10,Screws,1,Not Applicable,36000,0,0,0,8.33,26.48,2023-12-15 12:29:16,
32,2021-06-11 00:00:00,3025,50,,221,,3,Accessories,9,Wheels,1,Not Applicable,780,0,0,0,109.8,553.28,2023-12-15 17:55:59,
33,2021-06-11 00:00:00,940,4,,218,R 39.5,3,Accessories,9,Wheels,1,Not Applicable,494,0,0,0,269,400,2023-02-27 15:08:13,2023-02-27 15:08:13
34,2021-06-11 00:00:00,2085,1,2023-05-02 00:00:00,11,3005/76,2,Profile,3,Blacksmith,2,White,76,0,2.64,238.93,4320,7261.22,2023-12-15 12:29:15,
34,2021-06-11 00:00:00,2085,1,2023-05-02 00:00:00,11,3005/76,2,Profile,3,Blacksmith,2,White,76,0,2.64,238.93,4320,7261.22,2023-12-15 12:29:15,
35,2021-06-10 00:00:00,30441,2,4.45,21,3005/13,2,Profile,3,Blacksmith,2,White,207,40,2023-05-04 00:00:00,951.18,2869.44,7261.22,2023-12-15 17:55:59,
35,2021-06-10 00:00:00,30441,2,2023-01-02 00:00:00,29,3005/81,2,Profile,3,Blacksmith,2,White,68,10,2,135.6,2459.52,7261.22,2023-12-15 20:13:56,
35,2021-06-10 00:00:00,30441,1,2023-02-03 00:00:00,292,3005/68,2,Profile,3,Blacksmith,2,White,172,10,2023-05-03 00:00:00,602.56,4320,7261.22,2023-12-15 17:55:58,
35,2021-06-10 00:00:00,30441,2,2023-07-04 00:00:00,45,3010/16,2,Profile,4,Módena,2,White,262,5,4.78,1281.68,4800,7975.72,2023-12-15 19:15:02,
35,2021-06-10 00:00:00,30441,1,1.15,47,3010/32,2,Profile,4,Módena,2,White,222,30,1.16,271.71,2810.88,7975.72,2023-12-15 12:29:15,
35,2021-06-10 00:00:00,30441,1,2023-05-01 00:00:00,42,405572,2,Profile,4,Módena,2,White,559,30,2023-02-01 00:00:00,762.72,2810.88,7975.72,2023-12-15 20:10:23,
35,2021-06-10 00:00:00,30441,3,2023-01-01 00:00:00,307,3010/31,2,Profile,4,Módena,2,White,129,20,2023-03-01 00:00:00,173.81,4320,7975.72,2023-12-15 20:10:23,
35,2021-06-10 00:00:00,30441,1,2023-03-05 00:00:00,510,3010/35,2,Profile,4,Módena,2,White,97,20,6.57,706.9,2810.88,7975.72,2023-12-15 20:03:12,
36,2021-06-11 00:00:00,4086-06-01 00:00:00,1,2023-09-04 00:00:00,68,ADR 63,2,Profile,13,Round 640,2,White,71,30,7,472.52,4800,7800,2023-12-15 12:29:15,
37,2021-06-11 00:00:00,15012,6,3,311,3010/50,2,Profile,4,Módena,2,White,138,5,4,412.34,2810.88,7975.72,2023-12-15 12:34:45,
38,2021-06-11 00:00:00,110121.36,1,2023-04-05 00:00:00,510,3010/35,2,Profile,4,Módena,2,White,97,20,6.57,706.9,2810.88,7975.72,2023-12-15 20:03:12,
38,2021-06-11 00:00:00,110121.36,6,2023-03-04 00:00:00,41,405511,2,Profile,4,Módena,2,White,215,20,2023-06-03 00:00:00,756.8,2810.88,7975.72,2023-12-15 19:27:13,
38,2021-06-11 00:00:00,110121.36,6,4,43,405602,2,Profile,4,Módena,2,White,82,30,4,335.08,2810.88,7975.72,2023-12-15 19:27:13,
38,2021-06-11 00:00:00,110121.36,4,2023-03-07 00:00:00,38,3010/00,2,Profile,4,Módena,2,White,131,20,2023-05-07 00:00:00,1065.66,2810.88,7975.72,2023-12-15 12:29:15,
38,2021-06-11 00:00:00,110121.36,6,3.94,39,405421,2,Profile,4,Módena,2,White,323,20,2023-03-04 00:00:00,1327.63,2810.88,7975.72,2023-12-15 12:29:15,
38,2021-06-11 00:00:00,110121.36,6,4,40,405480,2,Profile,4,Módena,2,White,130,30,4,636.95,2810.88,7975.72,2023-12-15 19:27:13,
39,2021-06-11 00:00:00,111255.6,4,2023-03-07 00:00:00,38,3010/00,2,Profile,4,Módena,2,White,131,20,2023-05-07 00:00:00,1065.66,2810.88,7975.72,2023-12-15 12:29:15,
39,2021-06-11 00:00:00,111255.6,6,3.94,39,405421,2,Profile,4,Módena,2,White,323,20,2023-03-04 00:00:00,1327.63,2810.88,7975.72,2023-12-15 12:29:15,
39,2021-06-11 00:00:00,111255.6,6,4,40,405480,2,Profile,4,Módena,2,White,130,30,4,636.95,2810.88,7975.72,2023-12-15 19:27:13,
39,2021-06-11 00:00:00,111255.6,6,2023-03-04 00:00:00,41,405511,2,Profile,4,Módena,2,White,215,20,2023-06-03 00:00:00,756.8,2810.88,7975.72,2023-12-15 19:27:13,
39,2021-06-11 00:00:00,111255.6,6,4,43,405602,2,Profile,4,Módena,2,White,82,30,4,335.08,2810.88,7975.72,2023-12-15 19:27:13,
39,2021-06-11 00:00:00,111255.6,1,2023-04-05 00:00:00,510,3010/35,2,Profile,4,Módena,2,White,97,20,6.57,706.9,2810.88,7975.72,2023-12-15 20:03:12,
39,2021-06-11 00:00:00,111255.6,1,1.36,305,3010/30,2,Profile,4,Módena,2,White,254,0,2023-06-01 00:00:00,416.25,4800,7975.72,2023-12-15 20:10:23,
40,2021-06-11 00:00:00,5250,15,,277,SIKA Negra,4,Silicones,11,Silicones,5,Black,0,100,0,0,0,0,2023-12-15 12:29:15,
41,2021-06-11 00:00:00,37196.4,3,2023-01-06 00:00:00,20,403838,2,Profile,3,Blacksmith,2,White,156,5,2023-06-06 00:00:00,1033.88,2459.52,7261.22,2023-12-15 14:32:09,
41,2021-06-11 00:00:00,37196.4,4,2023-02-03 00:00:00,18,3005/36,2,Profile,3,Blacksmith,2,White,242,0,2023-05-03 00:00:00,907.09,2664.48,7261.22,2023-12-15 14:32:09,
41,2021-06-11 00:00:00,37196.4,2,6.75,19,3005/37,2,Profile,3,Blacksmith,2,White,0,0,2023-09-06 00:00:00,1,2459.52,7261.22,2023-12-15 12:29:15,
42,2021-06-11 00:00:00,31267.35,9,4.37,1,403595,2,Profile,3,Blacksmith,2,White,69,20,5,794.35,2752.32,7261.22,2023-12-15 20:30:41,
43,2021-06-12 00:00:00,30007.32,3,4.79,45,3010/16,2,Profile,4,Módena,2,White,262,5,4.78,1281.68,4800,7975.72,2023-12-15 19:15:02,
43,2021-06-12 00:00:00,30007.32,1,2023-04-07 00:00:00,46,405664,2,Profile,4,Módena,2,White,79,0,2023-02-08 00:00:00,662.78,2810.88,7975.72,2023-12-15 19:27:13,
43,2021-06-12 00:00:00,30007.32,2,2023-04-05 00:00:00,510,3010/35,2,Profile,4,Módena,2,White,97,20,6.57,706.9,2810.88,7975.72,2023-12-15 20:03:12,
43,2021-06-12 00:00:00,30007.32,1,3.41,18,3005/36,2,Profile,3,Blacksmith,2,White,242,0,2023-05-03 00:00:00,907.09,2664.48,7261.22,2023-12-15 14:32:09,
44,2021-06-12 00:00:00,2500,4,,277,SIKA Negra,4,Silicones,11,Silicones,5,Black,0,100,0,0,0,0,2023-12-15 12:29:15,
44,2021-06-12 00:00:00,2500,2,,523,DOW,4,Silicones,11,Silicones,6,Transparent,0,20,0,0,811.3,1111.3,2023-12-15 12:29:15,
45,2021-06-12 00:00:00,2335-02-01 00:00:00,1,2023-08-02 00:00:00,27,3005/24,2,Profile,3,Blacksmith,2,White,61,0,2023-07-02 00:00:00,166.48,2605.92,7261.22,2023-12-15 13:53:52,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,1,2023-05-02 00:00:00,27,3005/24,2,Profile,3,Blacksmith,2,White,61,0,2023-07-02 00:00:00,166.48,2605.92,7261.22,2023-12-15 13:53:52,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,1,2023-09-02 00:00:00,27,3005/24,2,Profile,3,Blacksmith,2,White,61,0,2023-07-02 00:00:00,166.48,2605.92,7261.22,2023-12-15 13:53:52,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,1,2023-09-02 00:00:00,27,3005/24,2,Profile,3,Blacksmith,2,White,61,0,2023-07-02 00:00:00,166.48,2605.92,7261.22,2023-12-15 13:53:52,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,1,2.66,4,407278,2,Profile,3,Blacksmith,2,White,476,15,2023-05-02 00:00:00,14890460620525,2869.44,7261.22,2023-12-15 20:30:41,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,1,2023-05-02 00:00:00,4,407278,2,Profile,3,Blacksmith,2,White,476,15,2023-05-02 00:00:00,14890460620525,2869.44,7261.22,2023-12-15 20:30:41,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,1,2023-05-02 00:00:00,4,407278,2,Profile,3,Blacksmith,2,White,476,15,2023-05-02 00:00:00,14890460620525,2869.44,7261.22,2023-12-15 20:30:41,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,4,,527,,3,Accessories,7,Fittings,1,Not Applicable,1589,0,0,0,16.82,246.15,2023-12-15 12:29:16,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,4,,527,,3,Accessories,7,Fittings,1,Not Applicable,1589,0,0,0,16.82,246.15,2023-12-15 12:29:16,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,4,,527,,3,Accessories,7,Fittings,1,Not Applicable,1589,0,0,0,16.82,246.15,2023-12-15 12:29:16,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,3,,154,,3,Accessories,7,Fittings,1,Not Applicable,11,0,0,0,250,1087.06,2023-12-15 12:29:15,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,3,,154,,3,Accessories,7,Fittings,1,Not Applicable,11,0,0,0,250,1087.06,2023-12-15 12:29:15,
46,2021-06-11 00:00:00,5031-01-01 00:00:00,3,,154,,3,Accessories,7,Fittings,1,Not Applicable,11,0,0,0,250,1087.06,2023-12-15 12:29:15,
47,2021-06-12 00:00:00,3300,100,,122,,3,Accessories,6,Squares,1,Not Applicable,27,0,0,0,18.91,142.69,2023-12-15 12:29:15,
48,2021-06-12 00:00:00,7027-08-01 00:00:00,2,1.71,4,407278,2,Profile,3,Blacksmith,2,White,476,15,2023-05-02 00:00:00,14890460620525,2869.44,7261.22,2023-12-15 20:30:41,
48,2021-06-12 00:00:00,7027-08-01 00:00:00,2,2.71,2,407247,2,Profile,3,Blacksmith,2,White,220,20,2023-06-03 00:00:00,90668832935561,2664.48,7261.22,2023-12-15 20:26:49,
49,2021-06-11 00:00:00,2100,12,,170,H33 NEGRO,3,Accessories,7,Fittings,5,Black,563,0,0,0,463.6,2000,2023-12-15 17:55:59,
49,2021-06-11 00:00:00,2100,12,,170,H33 NEGRO,3,Accessories,7,Fittings,5,Black,563,0,0,0,463.6,2000,2023-12-15 17:55:59,
50,2021-06-12 00:00:00,1160,100,0,109,E66,3,Accessories,6,Squares,1,Not Applicable,9900,20,0,0,14.22,41.58,2023-12-15 19:15:02,
50,2021-06-12 00:00:00,1160,100,,209,T87,3,Accessories,8,Plastics,1,Not Applicable,198,0,0,0,27,67.32,2023-12-15 12:29:15,
51,2021-06-11 00:00:00,31267.35,9,4.37,1,403595,2,Profile,3,Blacksmith,2,White,69,20,5,794.35,2752.32,7261.22,2023-12-15 20:30:41,
52,2021-06-12 00:00:00,2376,12,,166,FLH1 negro,3,Accessories,7,Fittings,1,Not Applicable,498,100,0,0,469.7,2066.44,2023-12-15 12:29:15,
53,2021-06-11 00:00:00,15928.8,2,,552,1001 Negro,3,Accessories,7,Fittings,5,Black,199,100,0,0,1972,3000,2023-12-15 12:29:16,
53,2021-06-11 00:00:00,15928.8,1,2023-02-07 00:00:00,38,3010/00,2,Profile,4,Módena,2,White,131,20,2023-05-07 00:00:00,1065.66,2810.88,7975.72,2023-12-15 12:29:15,
53,2021-06-11 00:00:00,15928.8,1,4,40,405480,2,Profile,4,Módena,2,White,130,30,4,636.95,2810.88,7975.72,2023-12-15 19:27:13,
53,2021-06-11 00:00:00,15928.8,4,,219,R39SR,3,Accessories,9,Wheels,1,Not Applicable,1092,100,0,0,396,1499.38,2023-12-15 12:29:15,
53,2021-06-11 00:00:00,15928.8,1,4,43,405602,2,Profile,4,Módena,2,White,82,30,4,335.08,2810.88,7975.72,2023-12-15 19:27:13,
53,2021-06-11 00:00:00,15928.8,10,,204,H14,3,Accessories,8,Plastics,1,Not Applicable,-4,0,0,0,120,182,2021-07-22 12:25:22,2021-07-22 12:25:22
54,2021-06-12 00:00:00,11440,1,,286,,5,Openings,12,Ventanas,1,Not Applicable,0,0,0,0,0,45804.6,2023-12-15 12:29:15,
55,2021-06-13 00:00:00,49754.58,15,3.33,292,3005/68,2,Profile,3,Blacksmith,2,White,172,10,2023-05-03 00:00:00,602.56,4320,7261.22,2023-12-15 17:55:58,
55,2021-06-13 00:00:00,49754.58,2,2542,8,407337,2,Profile,3,Blacksmith,2,White,122,20,2023-05-02 00:00:00,18853606205251,2869.44,7261.22,2023-12-15 20:30:41,
55,2021-06-13 00:00:00,49754.58,2,2.55,6,407306,2,Profile,3,Blacksmith,2,White,201,20,2023-05-02 00:00:00,62029606205251,4320,7261.22,2023-12-15 20:30:41,
56,2021-06-13 00:00:00,1050,3,,277,SIKA Negra,4,Silicones,11,Silicones,5,Black,0,100,0,0,0,0,2023-12-15 12:29:15,
57,2021-06-13 00:00:00,4420-02-01 00:00:00,1,2023-03-05 00:00:00,19,3005/37,2,Profile,3,Blacksmith,2,White,0,0,2023-09-06 00:00:00,1,2459.52,7261.22,2023-12-15 12:29:15,
58,2021-06-13 00:00:00,28806825,2,2.66,8,407337,2,Profile,3,Blacksmith,2,White,122,20,2023-05-02 00:00:00,18853606205251,2869.44,7261.22,2023-12-15 20:30:41,
58,2021-06-13 00:00:00,28806825,2,2.66,6,407306,2,Profile,3,Blacksmith,2,White,201,20,2023-05-02 00:00:00,62029606205251,4320,7261.22,2023-12-15 20:30:41,
58,2021-06-13 00:00:00,28806825,4,2023-04-04 00:00:00,1,403595,2,Profile,3,Blacksmith,2,White,69,20,5,794.35,2752.32,7261.22,2023-12-15 20:30:41,
58,2021-06-13 00:00:00,28806825,3,2665,4,407278,2,Profile,3,Blacksmith,2,White,476,15,2023-05-02 00:00:00,14890460620525,2869.44,7261.22,2023-12-15 20:30:41,
59,2021-06-13 00:00:00,15750,90,,121,H33 BLANCO,3,Accessories,7,Fittings,2,White,24,20,0,0,463.6,2000,2023-12-15 12:29:15,
60,2021-06-13 00:00:00,7779-08-01 00:00:00,2,0,159,CP 25,3,Accessories,7,Fittings,2,White,413,50,0,0,4056,7332,2023-12-15 12:29:15,
60,2021-06-13 00:00:00,7779-08-01 00:00:00,1,2023-03-03 00:00:00,292,3005/68,2,Profile,3,Blacksmith,2,White,172,10,2023-05-03 00:00:00,602.56,4320,7261.22,2023-12-15 17:55:58,
60,2021-06-13 00:00:00,7779-08-01 00:00:00,1,2023-04-03 00:00:00,23,403746,2,Profile,3,Blacksmith,2,White,107,0,2023-05-03 00:00:00,471.38,2459.52,7261.22,2023-12-15 20:30:41,
60,2021-06-13 00:00:00,7779-08-01 00:00:00,24,,122,,3,Accessories,6,Squares,1,Not Applicable,27,0,0,0,18.91,142.69,2023-12-15 12:29:15,
61,2021-06-13 00:00:00,6730,4,,172,H50 cuadrado,3,Accessories,7,Fittings,5,Black,71,0,0,0,11808,21254,2023-12-15 12:29:15,
61,2021-06-13 00:00:00,6730,2,,242,,3,Accessories,7,Fittings,4,Natural,0,50,0,0,615.28,2795.49,2023-12-15 12:29:15,
61,2021-06-13 00:00:00,6730,2,,239,H79,3,Accessories,7,Fittings,1,Not Applicable,150,0,0,0,1005.28,4149.52,2023-12-15 19:15:02,
62,2021-06-13 00:00:00,250,100,,205,,3,Accessories,8,Plastics,1,Not Applicable,1321,200,0,0,8,25.74,2023-12-15 12:29:15,
63,2021-06-13 00:00:00,3000,2,,272,SALCHICHA NEGRA,4,Silicones,11,Silicones,5,Black,0,0,0,0,2995.47,12085.97,2023-12-15 12:29:15,
64,2021-06-13 00:00:00,29940.6,3,2023-05-01 00:00:00,42,405572,2,Profile,4,Módena,2,White,559,30,2023-02-01 00:00:00,762.72,2810.88,7975.72,2023-12-15 20:10:23,
64,2021-06-13 00:00:00,29940.6,1,7.73,299,3010/19,2,Profile,4,Módena,2,White,26,10,2023-05-10 00:00:00,273.79,4800,7975.72,2023-12-15 12:29:15,
64,2021-06-13 00:00:00,29940.6,2,1.34,305,3010/30,2,Profile,4,Módena,2,White,254,0,2023-06-01 00:00:00,416.25,4800,7975.72,2023-12-15 20:10:23,
64,2021-06-13 00:00:00,29940.6,2,2023-02-01 00:00:00,307,3010/31,2,Profile,4,Módena,2,White,129,20,2023-03-01 00:00:00,173.81,4320,7975.72,2023-12-15 20:10:23,
64,2021-06-13 00:00:00,29940.6,2,2023-07-06 00:00:00,506,3010/14,2,Profile,4,Módena,2,White,85,15,2023-05-06 00:00:00,52672988066826,4320,7975.72,2023-12-15 19:15:02,
64,2021-06-13 00:00:00,29940.6,1,2023-08-04 00:00:00,45,3010/16,2,Profile,4,Módena,2,White,262,5,4.78,1281.68,4800,7975.72,2023-12-15 19:15:02,
64,2021-06-13 00:00:00,29940.6,1,2023-01-02 00:00:00,51,3010/55,2,Profile,4,Módena,2,White,2,30,2023-03-02 00:00:00,2023-03-11 00:00:00,2810.88,7975.72,2023-12-15 12:29:15,
65,2021-06-14 00:00:00,106323.3,18,3.15,2,407247,2,Profile,3,Blacksmith,2,White,220,20,2023-06-03 00:00:00,90668832935561,2664.48,7261.22,2023-12-15 20:26:49,
65,2021-06-14 00:00:00,106323.3,8,2.31,6,407306,2,Profile,3,Blacksmith,2,White,201,20,2023-05-02 00:00:00,62029606205251,4320,7261.22,2023-12-15 20:30:41,
65,2021-06-14 00:00:00,106323.3,16,2.51,4,407278,2,Profile,3,Blacksmith,2,White,476,15,2023-05-02 00:00:00,14890460620525,2869.44,7261.22,2023-12-15 20:30:41,
65,2021-06-14 00:00:00,106323.3,8,2023-03-02 00:00:00,8,407337,2,Profile,3,Blacksmith,2,White,122,20,2023-05-02 00:00:00,18853606205251,2869.44,7261.22,2023-12-15 20:30:41,
66,2021-06-14 00:00:00,2500,50,,226,,3,Accessories,9,Wheels,1,Not Applicable,0,100,0,0,23,44.28,2023-03-03 16:33:17,2023-03-03 16:33:17
67,2021-06-14 00:00:00,11630,3,,214,T96,3,Accessories,8,Plastics,1,Not Applicable,178,0,0,0,1150,3961.55,2023-12-15 19:15:02,
67,2021-06-14 00:00:00,11630,100,,108,ALE 7,3,Accessories,6,Squares,1,Not Applicable,812,200,0,0,400,1324,2023-12-15 12:29:15,
67,2021-06-14 00:00:00,11630,200,,115,E98,3,Accessories,6,Squares,1,Not Applicable,5000,0,0,0,10,17,2023-12-15 12:29:15,
68,2021-06-14 00:00:00,36222.4,3,2023-03-02 00:00:00,8,407337,2,Profile,3,Blacksmith,2,White,122,20,2023-05-02 00:00:00,18853606205251,2869.44,7261.22,2023-12-15 20:30:41,
68,2021-06-14 00:00:00,36222.4,4,2023-05-02 00:00:00,4,407278,2,Profile,3,Blacksmith,2,White,476,15,2023-05-02 00:00:00,14890460620525,2869.44,7261.22,2023-12-15 20:30:41,
68,2021-06-14 00:00:00,36222.4,6,2023-05-03 00:00:00,2,407247,2,Profile,3,Blacksmith,2,White,220,20,2023-06-03 00:00:00,90668832935561,2664.48,7261.22,2023-12-15 20:26:49,
68,2021-06-14 00:00:00,36222.4,3,2023-03-02 00:00:00,6,407306,2,Profile,3,Blacksmith,2,White,201,20,2023-05-02 00:00:00,62029606205251,4320,7261.22,2023-12-15 20:30:41,
69,2021-06-14 00:00:00,350,2,,121,H33 BLANCO,3,Accessories,7,Fittings,2,White,24,20,0,0,463.6,2000,2023-12-15 12:29:15,
70,2021-06-14 00:00:00,6400,1,,90,,3,Accessories,5,Weatherstripping,1,Not Applicable,109,0,0,0,19907,31000,2023-12-15 17:55:59,
70,2021-06-14 00:00:00,6400,1,,92,,3,Accessories,5,Weatherstripping,1,Not Applicable,9,0,0,0,7165.32,31680,2023-12-15 12:29:15,
71,2021-06-14 00:00:00,8025,5,2.14,294,405541,2,Profile,4,Módena,4,Natural,351,0,2023-03-02 00:00:00,1210.99,4020,7300,2023-12-15 18:59:06,
72,2021-06-14 00:00:00,44965.08,7,4,316,ADR 261,2,Profile,13,Round 640,5,Black,5,20,2023-05-04 00:00:00,-34.16,2840.16,8210.65,2023-12-15 12:29:15,
